1705120200.0,42789.75000000,42850.00000000,42731.10000000,42839.92000000,490.09534000,1705121099999,20975779.64405960,13536,305.34495000,13069150.51360650,0
1705121100.0,42839.93000000,42847.49000000,42755.57000000,42840.01000000,281.12288000,1705121999999,12035261.45615950,11095,159.01136000,6807254.10083950,0
1705122000.0,42840.02000000,42883.68000000,42769.63000000,42874.22000000,356.81237000,1705122899999,15277017.50154910,12808,207.38067000,8879588.84960560,0
1705122900.0,42874.21000000,42996.14000000,42811.99000000,42948.57000000,433.58077000,1705123799999,18609664.06377810,19246,258.71786000,11104994.50723350,0
1705123800.0,42948.56000000,43063.89000000,42910.01000000,43063.88000000,430.35108000,1705124699999,18493685.60213820,17527,248.29751000,10670551.54627140,0
1705124700.0,43063.88000000,43138.00000000,43008.00000000,43101.09000000,539.43060000,1705125599999,23238645.95790780,23047,277.10213000,11937212.31131020,0
1705125600.0,43101.09000000,43145.51000000,43034.00000000,43045.95000000,435.15837000,1705126499999,18745652.73881060,18837,208.89346000,8998764.03628980,0
1705126500.0,43045.96000000,43185.00000000,43032.31000000,43070.01000000,482.25058000,1705127399999,20793997.20336690,16803,242.38383000,10450916.70405130,0
1705127400.0,43070.00000000,43087.96000000,42950.64000000,42988.50000000,436.61158000,1705128299999,18787927.98675710,17345,187.62644000,8073755.49636740,0
1705128300.0,42988.50000000,43150.00000000,42981.11000000,43149.99000000,338.12902000,1705129199999,14559061.77974350,13120,156.94052000,6757682.59226410,0
1705129200.0,43149.99000000,43227.69000000,43088.00000000,43206.01000000,328.72208000,1705130099999,14191602.05476470,13409,164.98022000,7122326.93097270,0
1705130100.0,43206.01000000,43254.03000000,43135.97000000,43164.42000000,402.86852000,1705130999999,17403149.35182550,14201,216.96562000,9372642.63951560,0
1705131000.0,43164.41000000,43180.00000000,43064.83000000,43151.77000000,337.38062000,1705131899999,14547948.96732400,12810,145.67216000,6281513.16349080,0
1705131900.0,43151.77000000,43183.86000000,43068.00000000,43102.97000000,290.63287000,1705132799999,12535292.20353970,10470,157.43816000,6790426.19807500,0
1705132800.0,43102.97000000,43177.84000000,43102.96000000,43150.01000000,231.04478000,1705133699999,9970359.63903130,8400,117.72562000,5080016.10037560,0
1705133700.0,43150.02000000,43254.96000000,43131.49000000,43247.77000000,351.65130000,1705134599999,15191595.28707030,12129,201.31102000,8696712.50302160,0
1705134600.0,43247.77000000,43247.77000000,43080.00000000,43081.73000000,326.02379000,1705135499999,14073602.02559770,13140,133.92741000,5780864.36021940,0
1705135500.0,43081.73000000,43209.48000000,43063.72000000,43170.01000000,259.18286000,1705136399999,11180615.29257140,11944,133.24046000,5747693.27969800,0
1705136400.0,43170.01000000,43193.46000000,43031.10000000,43038.17000000,264.38488000,1705137299999,11398684.62938760,13051,98.46388000,4245315.62021170,0
1705137300.0,43038.17000000,43048.24000000,42887.00000000,43003.99000000,718.67221000,1705138199999,30875116.69217410,19353,319.36555000,13718865.27385360,0
1705138200.0,43004.00000000,43050.44000000,43002.95000000,43034.00000000,205.77709000,1705139099999,8854717.01878720,9736,99.86207000,4296882.62180880,0
1705139100.0,43034.00000000,43034.01000000,42819.31000000,42923.21000000,482.87703000,1705139999999,20722053.30951200,16211,191.65087000,8223895.83365790,0
1705140000.0,42923.20000000,42923.21000000,42627.63000000,42700.00000000,695.30111000,1705140899999,29731705.46959450,24667,294.59254000,12595803.94382020,0
1705140900.0,42700.00000000,42865.10000000,42699.99000000,42816.63000000,515.69941000,1705141799999,22073701.01246660,20315,250.67299000,10727325.17927040,0
1705141800.0,42816.62000000,42868.36000000,42702.19000000,42750.73000000,479.01528000,1705142699999,20500021.92346750,16059,210.06043000,8987827.49852080,0
1705142700.0,42750.73000000,42831.57000000,42679.84000000,42700.12000000,349.12995000,1705143599999,14929437.60061850,13793,143.39665000,6131398.68600510,0
1705143600.0,42700.13000000,42801.09000000,42564.91000000,42652.00000000,627.46991000,1705144499999,26773694.86113160,28793,292.75611000,12490410.46336840,0
1705144500.0,42652.01000000,42736.58000000,42620.00000000,42716.57000000,424.60631000,1705145399999,18118858.81810330,17421,213.55972000,9112602.31421790,0
1705145400.0,42716.57000000,42742.00000000,42556.53000000,42556.53000000,579.69093000,1705146299999,24725084.62163030,17341,297.58458000,12693144.11961250,0
1705146300.0,42556.54000000,42631.10000000,42509.11000000,42624.00000000,451.77360000,1705147199999,19234719.10390450,19078,231.85387000,9871207.62659970,0
1705147200.0,42624.01000000,42753.56000000,42532.00000000,42547.99000000,418.61473000,1705148099999,17861035.52659700,16452,214.10670000,9135543.75131720,0
1705148100.0,42547.99000000,42652.01000000,42505.00000000,42625.28000000,384.61264000,1705148999999,16377250.77815150,14718,195.68378000,8332187.84893750,0
1705149000.0,42625.27000000,42721.10000000,42585.56000000,42704.52000000,325.52855000,1705149899999,13884976.59376520,14546,175.01860000,7464039.12065550,0
1705149900.0,42704.52000000,42735.08000000,42663.78000000,42684.88000000,214.88284000,1705150799999,9174172.98702520,12936,103.44167000,4416222.08717540,0
1705150800.0,42684.88000000,42715.62000000,42601.10000000,42679.25000000,315.02983000,1705151699999,13440819.57593040,14493,133.97312000,5715491.79737120,0
1705151700.0,42679.24000000,42783.76000000,42679.24000000,42772.00000000,227.71782000,1705152599999,9730505.29891800,13169,121.09583000,5174370.02382790,0
1705152600.0,42772.00000000,42791.10000000,42717.32000000,42718.15000000,256.59158000,1705153499999,10973526.67647080,13768,131.90295000,5640995.18930260,0
1705153500.0,42718.14000000,42778.00000000,42661.10000000,42739.14000000,276.57168000,1705154399999,11814803.57769490,18069,149.05552000,6366955.76369170,0
1705154400.0,42739.15000000,42785.63000000,42648.98000000,42654.00000000,406.85297000,1705155299999,17374518.42568520,17468,218.50018000,9331042.23743670,0
1705155300.0,42654.00000000,42748.00000000,42653.99000000,42683.99000000,305.16210000,1705156199999,13031785.81132300,15987,145.73508000,6223061.75246020,0
1705156200.0,42683.99000000,42889.99000000,42640.01000000,42880.19000000,616.96227000,1705157099999,26413181.73145690,32831,352.95921000,15109273.18183460,0
1705157100.0,42880.19000000,42961.10000000,42816.98000000,42856.92000000,499.27148000,1705157999999,21420204.79851040,23411,284.46153000,12204401.31142230,0
1705158000.0,42856.92000000,43053.00000000,42856.10000000,42970.00000000,373.34928000,1705158899999,16047364.59402910,20661,209.63489000,9009017.19328070,0
1705158900.0,42970.01000000,43100.00000000,42915.68000000,43098.08000000,389.52760000,1705159799999,16768355.12909000,18073,227.53235000,9795292.82316480,0
1705159800.0,43098.08000000,43257.00000000,43035.68000000,43081.99000000,693.58823000,1705160699999,29932975.23549910,29669,383.93494000,16568813.38597650,0
1705160700.0,43081.99000000,43198.30000000,42968.41000000,43154.48000000,359.09265000,1705161599999,15468061.51863470,18445,161.02880000,6937523.59400240,0
1705161600.0,43154.48000000,43185.00000000,42986.85000000,43086.00000000,431.67652000,1705162499999,18593842.74368080,19483,158.34539000,6818482.19446080,0
1705162500.0,43086.01000000,43108.00000000,42971.42000000,43086.00000000,254.84369000,1705163399999,10972689.51052650,12602,110.69302000,4766072.45063050,0
1705163400.0,43085.99000000,43120.29000000,42780.71000000,42909.95000000,663.11984000,1705164299999,28461241.94469780,25912,280.28250000,12026496.20457290,0
1705164300.0,42909.96000000,42936.00000000,42837.99000000,42895.41000000,292.06514000,1705165199999,12523736.77685380,14022,136.83432000,5866851.41042400,0
1705165200.0,42895.41000000,42988.00000000,42769.38000000,42962.87000000,291.28401000,1705166099999,12493955.93554960,13591,147.09245000,6308809.59011870,0
1705166100.0,42962.88000000,42979.99000000,42871.12000000,42964.00000000,275.06719000,1705166999999,11812225.61552690,13094,130.29573000,5594985.36140250,0
1705167000.0,42964.00000000,42964.00000000,42860.00000000,42874.22000000,222.07516000,1705167899999,9529247.52351890,10818,99.07206000,4251105.28842710,0
1705167900.0,42874.22000000,42921.10000000,42847.44000000,42898.33000000,213.05269000,1705168799999,9134883.28493910,10483,121.48319000,5208922.83962350,0
1705168800.0,42898.95000000,42904.00000000,42724.39000000,42844.59000000,219.06907000,1705169699999,9379409.60463380,11794,108.63931000,4651474.73393170,0
1705169700.0,42844.59000000,42848.96000000,42749.09000000,42845.10000000,206.59147000,1705170599999,8843376.25925330,10645,95.19415000,4074334.20857200,0
1705170600.0,42845.10000000,42885.25000000,42799.15000000,42821.09000000,179.01529000,1705171499999,7670158.75552850,10439,93.07615000,3988078.40309980,0
1705171500.0,42821.10000000,42855.56000000,42761.15000000,42806.01000000,134.14126000,1705172399999,5742360.66175170,7317,67.06751000,2870835.62284880,0
1705172400.0,42806.00000000,42930.00000000,42804.61000000,42892.91000000,168.07356000,1705173299999,7206152.31113300,10036,98.72848000,4232806.36254360,0
1705173300.0,42892.91000000,42967.52000000,42823.25000000,42944.12000000,190.62513000,1705174199999,8180373.99717550,10866,108.73470000,4666607.34036800,0
1705174200.0,42944.12000000,42994.07000000,42908.00000000,42974.46000000,203.12570000,1705175099999,8725718.32824460,10839,120.15924000,5161678.41030480,0
1705175100.0,42974.46000000,42996.64000000,42782.00000000,42786.25000000,238.01753000,1705175999999,10206978.69636240,11770,90.07319000,3864390.99123590,0
1705176000.0,42786.25000000,42824.12000000,42699.52000000,42824.00000000,409.73824000,1705176899999,17522429.89164280,21102,226.34201000,9680910.07860590,0
1705176900.0,42824.00000000,42838.99000000,42765.60000000,42805.06000000,137.80905000,1705177799999,5899230.83712490,14052,60.91773000,2607660.38243410,0
1705177800.0,42805.06000000,42913.49000000,42802.01000000,42913.48000000,124.41199000,1705178699999,5331924.62065190,7553,83.68311000,3586219.21431930,0
1705178700.0,42913.49000000,42923.03000000,42804.01000000,42870.00000000,200.10727000,1705179599999,8577472.47874150,10827,106.70938000,4573603.96119620,0
1705179600.0,42870.00000000,42941.10000000,42856.28000000,42941.09000000,104.20208000,1705180499999,4469251.46156200,7440,62.15189000,2665808.30657850,0
1705180500.0,42941.10000000,42941.10000000,42870.00000000,42871.67000000,145.31427000,1705181399999,6235649.61137040,7222,64.61073000,2772448.86905900,0
1705181400.0,42871.68000000,42931.98000000,42871.67000000,42918.00000000,141.31883000,1705182299999,6063260.18969060,6455,84.01721000,3604710.90128250,0
1705182300.0,42918.00000000,42976.15000000,42818.00000000,42963.44000000,249.68858000,1705183199999,10715650.84036730,10254,94.78815000,4067709.52049020,0
1705183200.0,42963.45000000,43040.01000000,42938.00000000,42969.99000000,271.35564000,1705184099999,11667522.28768240,11386,157.20358000,6759004.40599240,0
1705184100.0,42969.99000000,43026.00000000,42900.00000000,42907.99000000,145.20558000,1705184999999,6238984.30288490,8216,63.56621000,2730651.53389130,0
1705185000.0,42908.00000000,42969.55000000,42886.00000000,42957.27000000,86.10987000,1705185899999,3696201.04428750,6295,54.04109000,2319605.00833620,0
1705185900.0,42957.27000000,42991.09000000,42910.20000000,42990.65000000,111.29992000,1705186799999,4780289.44014630,5977,65.79747000,2825819.57356530,0
1705186800.0,42990.65000000,42996.08000000,42893.08000000,42943.63000000,169.77662000,1705187699999,7292131.40622900,9652,84.63315000,3635000.03830870,0
1705187700.0,42943.63000000,42951.10000000,42854.60000000,42862.01000000,150.66120000,1705188599999,6463488.15122980,9827,72.65896000,3116734.87090290,0
1705188600.0,42862.02000000,42862.02000000,42800.30000000,42812.14000000,173.56975000,1705189499999,7433973.68226640,9649,77.57953000,3322515.53841970,0
1705189500.0,42812.14000000,42852.00000000,42805.06000000,42847.99000000,107.04930000,1705190399999,4585097.70358540,6955,56.55811000,2422261.05959160,0
1705190400.0,42847.99000000,42890.23000000,42788.00000000,42824.88000000,250.10536000,1705191299999,10713810.85573710,10996,124.40306000,5329022.78735510,0
1705191300.0,42824.87000000,42848.00000000,42722.01000000,42738.75000000,187.30703000,1705192199999,8013991.19638850,11165,84.91947000,3633292.38160770,0
1705192200.0,42738.76000000,42777.93000000,42678.02000000,42755.14000000,193.88260000,1705193099999,8286466.01969740,10539,99.53570000,4254137.30578270,0
1705193100.0,42755.15000000,42755.15000000,42664.00000000,42687.36000000,296.15275000,1705193999999,12647236.24132140,11375,118.10615000,5043644.69061680,0
1705194000.0,42687.36000000,42799.93000000,42676.88000000,42744.74000000,219.50823000,1705194899999,9382588.88196910,9329,125.02248000,5343853.47185760,0
1705194900.0,42744.75000000,42806.05000000,42722.57000000,42789.46000000,141.73894000,1705195799999,6061535.14069840,8306,88.15870000,3770072.01806490,0
1705195800.0,42789.45000000,42834.00000000,42771.52000000,42808.00000000,123.57784000,1705196699999,5289850.68186890,6845,63.52029000,2718934.62665640,0
1705196700.0,42807.99000000,42839.86000000,42761.31000000,42769.19000000,130.97459000,1705197599999,5604900.10579800,6816,69.41489000,2970639.51971530,0
1705197600.0,42769.18000000,42786.59000000,42721.46000000,42740.00000000,107.88519000,1705198499999,4611655.72067070,6494,52.60942000,2248745.18995620,0
1705198500.0,42740.01000000,42740.01000000,42657.58000000,42679.71000000,150.82196000,1705199399999,6438998.35996980,8332,64.65742000,2760092.69297590,0
1705199400.0,42679.72000000,42774.00000000,42672.74000000,42773.99000000,123.51842000,1705200299999,5276439.87887270,6573,83.41355000,3563432.16169730,0
1705200300.0,42774.00000000,42829.33000000,42749.00000000,42779.06000000,137.91537000,1705201199999,5902555.56992690,6380,80.12604000,3429190.92286410,0
1705201200.0,42779.07000000,42804.78000000,42718.01000000,42783.95000000,136.50795000,1705202099999,5836433.54656600,7585,77.44010000,3310902.11897850,0
1705202100.0,42783.95000000,42783.95000000,42702.00000000,42728.33000000,147.04810000,1705202999999,6282703.83885660,7443,76.64609000,3274582.17716330,0
1705203000.0,42728.33000000,42732.00000000,42643.98000000,42711.11000000,296.99331000,1705203899999,12678144.30703760,10564,139.62669000,5960278.52724730,0
1705203900.0,42711.11000000,42744.00000000,42675.08000000,42681.82000000,125.23549000,1705204799999,5347939.56247020,6747,73.11102000,3121935.81870140,0
1705204800.0,42681.82000000,42698.99000000,42636.80000000,42653.49000000,229.14870000,1705205699999,9775617.38207660,8946,94.18976000,4018256.64220060,0
1705205700.0,42653.50000000,42653.99000000,42562.56000000,42590.01000000,214.71258000,1705206599999,9147585.57917080,10596,96.03343000,4091573.93439740,0
1705206600.0,42590.02000000,42629.84000000,42566.38000000,42576.11000000,117.74014000,1705207499999,5015341.78413080,7065,61.15199000,2604763.04412740,0
1705207500.0,42576.11000000,42610.32000000,42566.00000000,42580.01000000,129.78227000,1705208399999,5527118.16972600,7019,51.50330000,2193333.20261270,0
1705208400.0,42580.00000000,42709.26000000,42576.26000000,42675.01000000,129.57468000,1705209299999,5525602.56212130,6659,84.22547000,3591388.53138190,0
1705209300.0,42675.00000000,42748.53000000,42669.06000000,42739.99000000,131.40699000,1705210199999,5613021.50791720,6889,73.47808000,3138362.95414750,0
